Theta, Alpha, Low_beta, High_beta, Gamma
1.82856579913 , 1.91846623379 , 1.50739010675 , 3.46374654054 , 0.935604827418 ,
1.31413440187 , 0.718319398982 , 2.68901636325 , 4.98928930353 , 4.68654110821 ,
3.08566543118 , 1.48263826936 , 3.64181291806 , 1.98887252782 , 1.05599448131 ,
3.18516708156 , 1.87263924299 , 4.12829247545 , 2.06194154527 , 1.06605653347 ,
1.86375882126 , 0.453224235849 , 1.18056971667 , 1.19584121737 , 0.938875809946 ,
1.82856579913 , 1.91846623379 , 1.50739010675 , 3.46374654054 , 0.935604827418 ,
1.31413440187 , 0.718319398982 , 2.68901636325 , 4.98928930353 , 4.68654110821 ,
3.08566543118 , 1.48263826936 , 3.64181291806 , 1.98887252782 , 1.05599448131 ,
3.18516708156 , 1.87263924299 , 4.12829247545 , 2.06194154527 , 1.06605653347 ,
1.86375882126 , 0.453224235849 , 1.18056971667 , 1.19584121737 , 0.938875809946 ,
1.82856579913 , 1.91846623379 , 1.50739010675 , 3.46374654054 , 0.935604827418 ,
1.31413440187 , 0.718319398982 , 2.68901636325 , 4.98928930353 , 4.68654110821 ,
3.08566543118 , 1.48263826936 , 3.64181291806 , 1.98887252782 , 1.05599448131 ,
6.62209785337 , 3.40059884773 , 7.96340033148 , 1.92560526228 , 1.24583622499 ,
2.79392912622 , 1.69660723054 , 2.5388866581 , 0.986608540047 , 0.79934253262 ,
3.22625041816 , 2.25540412588 , 2.12192908855 , 3.87091017323 , 1.18392109765 ,
5.31043351007 , 2.68124853852 , 8.97699548513 , 3.8828305919 , 4.08866713908 ,
6.05939599358 , 2.62447067302 , 7.46222854586 , 1.95170712751 , 1.26334795405 ,
6.62209785337 , 3.40059884773 , 7.96340033148 , 1.92560526228 , 1.24583622499 ,
2.79392912622 , 1.69660723054 , 2.5388866581 , 0.986608540047 , 0.79934253262 ,
3.22625041816 , 2.25540412588 , 2.12192908855 , 3.87091017323 , 1.18392109765 ,
5.31043351007 , 2.68124853852 , 8.97699548513 , 3.8828305919 , 4.08866713908 ,
6.05939599358 , 2.62447067302 , 7.46222854586 , 1.95170712751 , 1.26334795405 ,
6.62209785337 , 3.40059884773 , 7.96340033148 , 1.92560526228 , 1.24583622499 ,
2.79392912622 , 1.69660723054 , 2.5388866581 , 0.986608540047 , 0.79934253262 ,
3.22625041816 , 2.25540412588 , 2.12192908855 , 3.87091017323 , 1.18392109765 ,
5.31043351007 , 2.68124853852 , 8.97699548513 , 3.8828305919 , 4.08866713908 ,
6.05939599358 , 2.62447067302 , 7.46222854586 , 1.95170712751 , 1.26334795405 ,
6.62209785337 , 3.40059884773 , 7.96340033148 , 1.92560526228 , 1.24583622499 ,
2.79392912622 , 1.69660723054 , 2.5388866581 , 0.986608540047 , 0.79934253262 ,
3.22625041816 , 2.25540412588 , 2.12192908855 , 3.87091017323 , 1.18392109765 ,
5.31043351007 , 2.68124853852 , 8.97699548513 , 3.8828305919 , 4.08866713908 ,
6.05939599358 , 2.62447067302 , 7.46222854586 , 1.95170712751 , 1.26334795405 ,
16.812816417 , 7.02898407735 , 9.52188360901 , 2.96714150077 , 1.15357417134 ,
14.9054493217 , 6.46150245334 , 5.91005433728 , 0.880361476372 , 0.801119378001 ,
14.8759634018 , 14.9068936087 , 7.78717599229 , 3.81181086738 , 1.77845224064 ,
23.3477222346 , 11.0447719233 , 15.7878253446 , 4.76469662061 , 5.37076252393 ,
16.2105982625 , 7.18576053033 , 9.77933709591 , 3.04140487294 , 1.21635521661 ,
16.812816417 , 7.02898407735 , 9.52188360901 , 2.96714150077 , 1.15357417134 ,
14.9054493217 , 6.46150245334 , 5.91005433728 , 0.880361476372 , 0.801119378001 ,
14.8759634018 , 14.9068936087 , 7.78717599229 , 3.81181086738 , 1.77845224064 ,
23.3477222346 , 11.0447719233 , 15.7878253446 , 4.76469662061 , 5.37076252393 ,
16.2105982625 , 7.18576053033 , 9.77933709591 , 3.04140487294 , 1.21635521661 ,
16.812816417 , 7.02898407735 , 9.52188360901 , 2.96714150077 , 1.15357417134 ,
14.9054493217 , 6.46150245334 , 5.91005433728 , 0.880361476372 , 0.801119378001 ,
14.8759634018 , 14.9068936087 , 7.78717599229 , 3.81181086738 , 1.77845224064 ,
23.3477222346 , 11.0447719233 , 15.7878253446 , 4.76469662061 , 5.37076252393 ,
16.2105982625 , 7.18576053033 , 9.77933709591 , 3.04140487294 , 1.21635521661 ,
16.812816417 , 7.02898407735 , 9.52188360901 , 2.96714150077 , 1.15357417134 ,
14.9054493217 , 6.46150245334 , 5.91005433728 , 0.880361476372 , 0.801119378001 ,
14.8759634018 , 14.9068936087 , 7.78717599229 , 3.81181086738 , 1.77845224064 ,
23.3477222346 , 11.0447719233 , 15.7878253446 , 4.76469662061 , 5.37076252393 ,
16.2105982625 , 7.18576053033 , 9.77933709591 , 3.04140487294 , 1.21635521661 ,
16.812816417 , 7.02898407735 , 9.52188360901 , 2.96714150077 , 1.15357417134 ,
14.9054493217 , 6.46150245334 , 5.91005433728 , 0.880361476372 , 0.801119378001 ,
14.8759634018 , 14.9068936087 , 7.78717599229 , 3.81181086738 , 1.77845224064 ,
23.3477222346 , 11.0447719233 , 15.7878253446 , 4.76469662061 , 5.37076252393 ,
16.2105982625 , 7.18576053033 , 9.77933709591 , 3.04140487294 , 1.21635521661 ,
35.3213684476 , 9.94074832064 , 6.53342587687 , 4.0572403766 , 1.3684545706 ,
41.3455122848 , 12.2209669676 , 6.95900707347 , 1.06657134951 , 0.763745103958 ,
35.6088369565 , 24.478350135 , 11.0357909165 , 3.95359251765 , 3.26000150893 ,
55.1438539955 , 21.5136645077 , 12.34205116 , 5.79366618253 , 7.00957593142 ,
36.7375516699 , 10.7074081715 , 7.15431067904 , 3.90808840212 , 1.39549246526 ,
35.3213684476 , 9.94074832064 , 6.53342587687 , 4.0572403766 , 1.3684545706 ,
41.3455122848 , 12.2209669676 , 6.95900707347 , 1.06657134951 , 0.763745103958 ,
35.6088369565 , 24.478350135 , 11.0357909165 , 3.95359251765 , 3.26000150893 ,
55.1438539955 , 21.5136645077 , 12.34205116 , 5.79366618253 , 7.00957593142 ,
36.7375516699 , 10.7074081715 , 7.15431067904 , 3.90808840212 , 1.39549246526 ,
35.3213684476 , 9.94074832064 , 6.53342587687 , 4.0572403766 , 1.3684545706 ,
41.3455122848 , 12.2209669676 , 6.95900707347 , 1.06657134951 , 0.763745103958 ,
35.6088369565 , 24.478350135 , 11.0357909165 , 3.95359251765 , 3.26000150893 ,
55.1438539955 , 21.5136645077 , 12.34205116 , 5.79366618253 , 7.00957593142 ,
36.7375516699 , 10.7074081715 , 7.15431067904 , 3.90808840212 , 1.39549246526 ,
35.3213684476 , 9.94074832064 , 6.53342587687 , 4.0572403766 , 1.3684545706 ,
41.3455122848 , 12.2209669676 , 6.95900707347 , 1.06657134951 , 0.763745103958 ,
35.6088369565 , 24.478350135 , 11.0357909165 , 3.95359251765 , 3.26000150893 ,
55.1438539955 , 21.5136645077 , 12.34205116 , 5.79366618253 , 7.00957593142 ,
36.7375516699 , 10.7074081715 , 7.15431067904 , 3.90808840212 , 1.39549246526 ,
35.3213684476 , 9.94074832064 , 6.53342587687 , 4.0572403766 , 1.3684545706 ,
38.4008077425 , 10.7401317815 , 5.06931394899 , 1.29279270439 , 0.873218198597 ,
34.787662593 , 14.1023168514 , 7.45227603927 , 5.06229722259 , 3.54135966732 ,
55.8024092405 , 13.7667577025 , 7.55611762187 , 18.3030880601 , 13.1626982716 ,
38.294634356 , 9.75342514396 , 5.73070800961 , 3.01028345377 , 3.29468386 ,
35.8652742694 , 8.61814172179 , 4.91358805988 , 3.0677177802 , 3.36234349132 ,
38.4008077425 , 10.7401317815 , 5.06931394899 , 1.29279270439 , 0.873218198597 ,
34.787662593 , 14.1023168514 , 7.45227603927 , 5.06229722259 , 3.54135966732 ,
55.8024092405 , 13.7667577025 , 7.55611762187 , 18.3030880601 , 13.1626982716 ,
38.294634356 , 9.75342514396 , 5.73070800961 , 3.01028345377 , 3.29468386 ,
35.8652742694 , 8.61814172179 , 4.91358805988 , 3.0677177802 , 3.36234349132 ,
38.4008077425 , 10.7401317815 , 5.06931394899 , 1.29279270439 , 0.873218198597 ,
34.787662593 , 14.1023168514 , 7.45227603927 , 5.06229722259 , 3.54135966732 ,
55.8024092405 , 13.7667577025 , 7.55611762187 , 18.3030880601 , 13.1626982716 ,
38.294634356 , 9.75342514396 , 5.73070800961 , 3.01028345377 , 3.29468386 ,
35.8652742694 , 8.61814172179 , 4.91358805988 , 3.0677177802 , 3.36234349132 ,
38.4008077425 , 10.7401317815 , 5.06931394899 , 1.29279270439 , 0.873218198597 ,
34.787662593 , 14.1023168514 , 7.45227603927 , 5.06229722259 , 3.54135966732 ,
55.8024092405 , 13.7667577025 , 7.55611762187 , 18.3030880601 , 13.1626982716 ,
38.294634356 , 9.75342514396 , 5.73070800961 , 3.01028345377 , 3.29468386 ,
35.8652742694 , 8.61814172179 , 4.91358805988 , 3.0677177802 , 3.36234349132 ,
38.4008077425 , 10.7401317815 , 5.06931394899 , 1.29279270439 , 0.873218198597 ,
34.787662593 , 14.1023168514 , 7.45227603927 , 5.06229722259 , 3.54135966732 ,
55.8024092405 , 13.7667577025 , 7.55611762187 , 18.3030880601 , 13.1626982716 ,
38.294634356 , 9.75342514396 , 5.73070800961 , 3.01028345377 , 3.29468386 ,
14.4785865544 , 6.69345915342 , 4.74148304251 , 5.90763561519 , 5.09248407577 ,
24.5651017961 , 9.20951852136 , 4.69724846132 , 2.68467812551 , 1.56924466489 ,
21.177962863 , 7.34404967085 , 8.19218792295 , 6.60954942462 , 5.14227320601 ,
29.162287735 , 9.21989749671 , 8.86796314609 , 22.2880923128 , 18.5411495852 ,
19.6297745497 , 9.4921313445 , 5.48969690328 , 6.18325665666 , 5.05755853014 ,
14.4785865544 , 6.69345915342 , 4.74148304251 , 5.90763561519 , 5.09248407577 ,
24.5651017961 , 9.20951852136 , 4.69724846132 , 2.68467812551 , 1.56924466489 ,
21.177962863 , 7.34404967085 , 8.19218792295 , 6.60954942462 , 5.14227320601 ,
29.162287735 , 9.21989749671 , 8.86796314609 , 22.2880923128 , 18.5411495852 ,
19.6297745497 , 9.4921313445 , 5.48969690328 , 6.18325665666 , 5.05755853014 ,
14.4785865544 , 6.69345915342 , 4.74148304251 , 5.90763561519 , 5.09248407577 ,
24.5651017961 , 9.20951852136 , 4.69724846132 , 2.68467812551 , 1.56924466489 ,
21.177962863 , 7.34404967085 , 8.19218792295 , 6.60954942462 , 5.14227320601 ,
29.162287735 , 9.21989749671 , 8.86796314609 , 22.2880923128 , 18.5411495852 ,
19.6297745497 , 9.4921313445 , 5.48969690328 , 6.18325665666 , 5.05755853014 ,
14.4785865544 , 6.69345915342 , 4.74148304251 , 5.90763561519 , 5.09248407577 ,
24.5651017961 , 9.20951852136 , 4.69724846132 , 2.68467812551 , 1.56924466489 ,
21.177962863 , 7.34404967085 , 8.19218792295 , 6.60954942462 , 5.14227320601 ,
29.162287735 , 9.21989749671 , 8.86796314609 , 22.2880923128 , 18.5411495852 ,
19.6297745497 , 9.4921313445 , 5.48969690328 , 6.18325665666 , 5.05755853014 ,
14.4785865544 , 6.69345915342 , 4.74148304251 , 5.90763561519 , 5.09248407577 ,
24.5651017961 , 9.20951852136 , 4.69724846132 , 2.68467812551 , 1.56924466489 ,
21.177962863 , 7.34404967085 , 8.19218792295 , 6.60954942462 , 5.14227320601 ,
29.162287735 , 9.21989749671 , 8.86796314609 , 22.2880923128 , 18.5411495852 ,
19.6297745497 , 9.4921313445 , 5.48969690328 , 6.18325665666 , 5.05755853014 ,
9.65785482408 , 5.00184829162 , 3.82240439503 , 8.82396099697 , 4.40514393011 ,
15.7056326756 , 7.69305535532 , 2.34607452458 , 5.05517880872 , 2.52027725752 ,
12.9678099488 , 4.11145843353 , 7.16680672005 , 6.62774933871 , 6.34757508462 ,
19.6590314789 , 6.79507920771 , 12.9756631875 , 12.3494756858 , 19.7719148965 ,
14.9294548502 , 7.00372511173 , 3.86132391208 , 9.06974436717 , 4.34353197171 ,
9.65785482408 , 5.00184829162 , 3.82240439503 , 8.82396099697 , 4.40514393011 ,
15.7056326756 , 7.69305535532 , 2.34607452458 , 5.05517880872 , 2.52027725752 ,
12.9678099488 , 4.11145843353 , 7.16680672005 , 6.62774933871 , 6.34757508462 ,
19.6590314789 , 6.79507920771 , 12.9756631875 , 12.3494756858 , 19.7719148965 ,
14.9294548502 , 7.00372511173 , 3.86132391208 , 9.06974436717 , 4.34353197171 ,
9.65785482408 , 5.00184829162 , 3.82240439503 , 8.82396099697 , 4.40514393011 ,
15.7056326756 , 7.69305535532 , 2.34607452458 , 5.05517880872 , 2.52027725752 ,
12.9678099488 , 4.11145843353 , 7.16680672005 , 6.62774933871 , 6.34757508462 ,
19.6590314789 , 6.79507920771 , 12.9756631875 , 12.3494756858 , 19.7719148965 ,
14.9294548502 , 7.00372511173 , 3.86132391208 , 9.06974436717 , 4.34353197171 ,
9.65785482408 , 5.00184829162 , 3.82240439503 , 8.82396099697 , 4.40514393011 ,
15.7056326756 , 7.69305535532 , 2.34607452458 , 5.05517880872 , 2.52027725752 ,
12.9678099488 , 4.11145843353 , 7.16680672005 , 6.62774933871 , 6.34757508462 ,
19.6590314789 , 6.79507920771 , 12.9756631875 , 12.3494756858 , 19.7719148965 ,
14.9294548502 , 7.00372511173 , 3.86132391208 , 9.06974436717 , 4.34353197171 ,
9.65785482408 , 5.00184829162 , 3.82240439503 , 8.82396099697 , 4.40514393011 ,
15.7056326756 , 7.69305535532 , 2.34607452458 , 5.05517880872 , 2.52027725752 ,
12.9678099488 , 4.11145843353 , 7.16680672005 , 6.62774933871 , 6.34757508462 ,
6.32408106945 , 4.71671920209 , 6.374144682 , 10.2372922419 , 15.9911908868 ,
7.2081631932 , 2.58251930903 , 2.98009947976 , 10.3799673625 , 4.17403805859 ,
6.43440787215 , 2.30018672643 , 3.20577751596 , 10.52223004 , 4.34071777355 ,
5.03308078639 , 2.67346215734 , 1.01651889697 , 3.97390569463 , 2.29225492178 ,
4.60248112747 , 1.91713450032 , 7.24209755876 , 7.48489725145 , 4.99888140558 ,
6.32408106945 , 4.71671920209 , 6.374144682 , 10.2372922419 , 15.9911908868 ,
7.2081631932 , 2.58251930903 , 2.98009947976 , 10.3799673625 , 4.17403805859 ,
6.43440787215 , 2.30018672643 , 3.20577751596 , 10.52223004 , 4.34071777355 ,
5.03308078639 , 2.67346215734 , 1.01651889697 , 3.97390569463 , 2.29225492178 ,
4.60248112747 , 1.91713450032 , 7.24209755876 , 7.48489725145 , 4.99888140558 ,
6.32408106945 , 4.71671920209 , 6.374144682 , 10.2372922419 , 15.9911908868 ,
7.2081631932 , 2.58251930903 , 2.98009947976 , 10.3799673625 , 4.17403805859 ,
6.43440787215 , 2.30018672643 , 3.20577751596 , 10.52223004 , 4.34071777355 ,
5.03308078639 , 2.67346215734 , 1.01651889697 , 3.97390569463 , 2.29225492178 ,
4.60248112747 , 1.91713450032 , 7.24209755876 , 7.48489725145 , 4.99888140558 ,
6.32408106945 , 4.71671920209 , 6.374144682 , 10.2372922419 , 15.9911908868 ,
7.2081631932 , 2.58251930903 , 2.98009947976 , 10.3799673625 , 4.17403805859 ,
6.43440787215 , 2.30018672643 , 3.20577751596 , 10.52223004 , 4.34071777355 ,
8.86186582288 , 1.47075227634 , 2.07485213643 , 2.88149386841 , 1.13296774678 ,
6.95261783032 , 2.79516140613 , 6.9699810957 , 5.64927360614 , 3.39869986365 ,
9.1356068521 , 4.02333827566 , 7.33148392608 , 13.2658197879 , 10.242963846 ,
8.23603888048 , 3.49018628247 , 10.275589282 , 6.62651034763 , 3.65978324674 ,
7.60098540757 , 3.26742740268 , 10.1054968766 , 6.70648576668 , 3.79246437783 ,
8.86186582288 , 1.47075227634 , 2.07485213643 , 2.88149386841 , 1.13296774678 ,
6.95261783032 , 2.79516140613 , 6.9699810957 , 5.64927360614 , 3.39869986365 ,
9.1356068521 , 4.02333827566 , 7.33148392608 , 13.2658197879 , 10.242963846 ,
8.23603888048 , 3.49018628247 , 10.275589282 , 6.62651034763 , 3.65978324674 ,
7.60098540757 , 3.26742740268 , 10.1054968766 , 6.70648576668 , 3.79246437783 ,
8.86186582288 , 1.47075227634 , 2.07485213643 , 2.88149386841 , 1.13296774678 ,
6.95261783032 , 2.79516140613 , 6.9699810957 , 5.64927360614 , 3.39869986365 ,
9.1356068521 , 4.02333827566 , 7.33148392608 , 13.2658197879 , 10.242963846 ,
8.23603888048 , 3.49018628247 , 10.275589282 , 6.62651034763 , 3.65978324674 ,
7.60098540757 , 3.26742740268 , 10.1054968766 , 6.70648576668 , 3.79246437783 ,
8.86186582288 , 1.47075227634 , 2.07485213643 , 2.88149386841 , 1.13296774678 ,
6.95261783032 , 2.79516140613 , 6.9699810957 , 5.64927360614 , 3.39869986365 ,
9.1356068521 , 4.02333827566 , 7.33148392608 , 13.2658197879 , 10.242963846 ,
8.23603888048 , 3.49018628247 , 10.275589282 , 6.62651034763 , 3.65978324674 ,
7.60098540757 , 3.26742740268 , 10.1054968766 , 6.70648576668 , 3.79246437783 ,
8.86186582288 , 1.47075227634 , 2.07485213643 , 2.88149386841 , 1.13296774678 ,
6.95261783032 , 2.79516140613 , 6.9699810957 , 5.64927360614 , 3.39869986365 ,
9.1356068521 , 4.02333827566 , 7.33148392608 , 13.2658197879 , 10.242963846 ,
8.23603888048 , 3.49018628247 , 10.275589282 , 6.62651034763 , 3.65978324674 ,
5.62198293436 , 3.83587619731 , 8.91496052969 , 2.92212312249 , 1.94618582003 ,
2.71650728165 , 0.980732881614 , 2.71835022086 , 2.61705523845 , 1.2827659869 ,
2.52822795586 , 2.38601434084 , 6.93091241456 , 4.22277343512 , 2.77734214294 ,
3.5355277345 , 2.53510026304 , 8.78614502985 , 10.8278562298 , 10.1542866556 ,
5.45549468 , 4.073193906 , 9.34414616466 , 2.74118821046 , 1.8433817737 ,
5.62198293436 , 3.83587619731 , 8.91496052969 , 2.92212312249 , 1.94618582003 ,
2.71650728165 , 0.980732881614 , 2.71835022086 , 2.61705523845 , 1.2827659869 ,
2.52822795586 , 2.38601434084 , 6.93091241456 , 4.22277343512 , 2.77734214294 ,
3.5355277345 , 2.53510026304 , 8.78614502985 , 10.8278562298 , 10.1542866556 ,
5.45549468 , 4.073193906 , 9.34414616466 , 2.74118821046 , 1.8433817737 ,
5.62198293436 , 3.83587619731 , 8.91496052969 , 2.92212312249 , 1.94618582003 ,
2.71650728165 , 0.980732881614 , 2.71835022086 , 2.61705523845 , 1.2827659869 ,
2.52822795586 , 2.38601434084 , 6.93091241456 , 4.22277343512 , 2.77734214294 ,
3.5355277345 , 2.53510026304 , 8.78614502985 , 10.8278562298 , 10.1542866556 ,
5.45549468 , 4.073193906 , 9.34414616466 , 2.74118821046 , 1.8433817737 ,
5.62198293436 , 3.83587619731 , 8.91496052969 , 2.92212312249 , 1.94618582003 ,
2.71650728165 , 0.980732881614 , 2.71835022086 , 2.61705523845 , 1.2827659869 ,
2.52822795586 , 2.38601434084 , 6.93091241456 , 4.22277343512 , 2.77734214294 ,
3.5355277345 , 2.53510026304 , 8.78614502985 , 10.8278562298 , 10.1542866556 ,
5.45549468 , 4.073193906 , 9.34414616466 , 2.74118821046 , 1.8433817737 ,
6.56298044693 , 2.79697937957 , 4.53948802979 , 4.78494013874 , 1.32894624204 ,
3.82897007708 , 1.64477553181 , 1.86309047442 , 2.72593285953 , 1.53990202693 ,
2.61889162021 , 3.30897855826 , 3.38787363153 , 4.30146945134 , 1.54030203878 ,
3.0604917232 , 2.58772797269 , 6.68645886696 , 6.98201931517 , 8.04742753953 ,
6.1907799194 , 2.75021528667 , 4.50465713923 , 4.3351784183 , 1.22937611922 ,
6.56298044693 , 2.79697937957 , 4.53948802979 , 4.78494013874 , 1.32894624204 ,
3.82897007708 , 1.64477553181 , 1.86309047442 , 2.72593285953 , 1.53990202693 ,
2.61889162021 , 3.30897855826 , 3.38787363153 , 4.30146945134 , 1.54030203878 ,
3.0604917232 , 2.58772797269 , 6.68645886696 , 6.98201931517 , 8.04742753953 ,
6.1907799194 , 2.75021528667 , 4.50465713923 , 4.3351784183 , 1.22937611922 ,
6.56298044693 , 2.79697937957 , 4.53948802979 , 4.78494013874 , 1.32894624204 ,
3.82897007708 , 1.64477553181 , 1.86309047442 , 2.72593285953 , 1.53990202693 ,
2.61889162021 , 3.30897855826 , 3.38787363153 , 4.30146945134 , 1.54030203878 ,
3.0604917232 , 2.58772797269 , 6.68645886696 , 6.98201931517 , 8.04742753953 ,
6.1907799194 , 2.75021528667 , 4.50465713923 , 4.3351784183 , 1.22937611922 ,
6.56298044693 , 2.79697937957 , 4.53948802979 , 4.78494013874 , 1.32894624204 ,
3.82897007708 , 1.64477553181 , 1.86309047442 , 2.72593285953 , 1.53990202693 ,
2.61889162021 , 3.30897855826 , 3.38787363153 , 4.30146945134 , 1.54030203878 ,
3.0604917232 , 2.58772797269 , 6.68645886696 , 6.98201931517 , 8.04742753953 ,
6.1907799194 , 2.75021528667 , 4.50465713923 , 4.3351784183 , 1.22937611922 ,
6.56298044693 , 2.79697937957 , 4.53948802979 , 4.78494013874 , 1.32894624204 ,
3.82897007708 , 1.64477553181 , 1.86309047442 , 2.72593285953 , 1.53990202693 ,
2.61889162021 , 3.30897855826 , 3.38787363153 , 4.30146945134 , 1.54030203878 ,
3.0604917232 , 2.58772797269 , 6.68645886696 , 6.98201931517 , 8.04742753953 ,
6.1907799194 , 2.75021528667 , 4.50465713923 , 4.3351784183 , 1.22937611922 ,
4.75642454901 , 3.23474324902 , 4.27889743448 , 4.14197230459 , 1.54934150588 ,
2.9736885212 , 1.26064835695 , 2.14662153982 , 1.30256556708 , 1.1278359545 ,
3.20299702285 , 1.93243118021 , 2.67042385743 , 3.41833268096 , 1.65696661375 ,
3.68139377132 , 5.7841984676 , 12.1557765051 , 7.72869041585 , 7.26741070239 ,
4.40430489028 , 3.10192854557 , 4.72065382926 , 3.85929119342 , 1.56398780353 ,
4.75642454901 , 3.23474324902 , 4.27889743448 , 4.14197230459 , 1.54934150588 ,
2.9736885212 , 1.26064835695 , 2.14662153982 , 1.30256556708 , 1.1278359545 ,
3.20299702285 , 1.93243118021 , 2.67042385743 , 3.41833268096 , 1.65696661375 ,
3.68139377132 , 5.7841984676 , 12.1557765051 , 7.72869041585 , 7.26741070239 ,
4.40430489028 , 3.10192854557 , 4.72065382926 , 3.85929119342 , 1.56398780353 ,
4.75642454901 , 3.23474324902 , 4.27889743448 , 4.14197230459 , 1.54934150588 ,
2.9736885212 , 1.26064835695 , 2.14662153982 , 1.30256556708 , 1.1278359545 ,
3.20299702285 , 1.93243118021 , 2.67042385743 , 3.41833268096 , 1.65696661375 ,
3.68139377132 , 5.7841984676 , 12.1557765051 , 7.72869041585 , 7.26741070239 ,
4.40430489028 , 3.10192854557 , 4.72065382926 , 3.85929119342 , 1.56398780353 ,
4.75642454901 , 3.23474324902 , 4.27889743448 , 4.14197230459 , 1.54934150588 ,
2.9736885212 , 1.26064835695 , 2.14662153982 , 1.30256556708 , 1.1278359545 ,
3.20299702285 , 1.93243118021 , 2.67042385743 , 3.41833268096 , 1.65696661375 ,
3.68139377132 , 5.7841984676 , 12.1557765051 , 7.72869041585 , 7.26741070239 ,
4.40430489028 , 3.10192854557 , 4.72065382926 , 3.85929119342 , 1.56398780353 ,
4.75642454901 , 3.23474324902 , 4.27889743448 , 4.14197230459 , 1.54934150588 ,
2.9736885212 , 1.26064835695 , 2.14662153982 , 1.30256556708 , 1.1278359545 ,
3.20299702285 , 1.93243118021 , 2.67042385743 , 3.41833268096 , 1.65696661375 ,
3.68139377132 , 5.7841984676 , 12.1557765051 , 7.72869041585 , 7.26741070239 ,
4.40430489028 , 3.10192854557 , 4.72065382926 , 3.85929119342 , 1.56398780353 ,
5.00574621698 , 4.35970208239 , 4.10022295329 , 2.46414573456 , 1.49935296767 ,
3.06991068803 , 1.21613074639 , 1.78031406315 , 0.681507502469 , 1.03485745538 ,
3.36643200537 , 1.06681981704 , 3.79882389489 , 2.3274292308 , 2.03513472989 ,
4.61388670424 , 4.58028195669 , 11.4292459206 , 5.35205917702 , 7.60906715682 ,
5.16668136206 , 4.22373313181 , 4.65264841702 , 2.43487474787 , 1.55754160323 ,
5.00574621698 , 4.35970208239 , 4.10022295329 , 2.46414573456 , 1.49935296767 ,
3.06991068803 , 1.21613074639 , 1.78031406315 , 0.681507502469 , 1.03485745538 ,
3.36643200537 , 1.06681981704 , 3.79882389489 , 2.3274292308 , 2.03513472989 ,
4.61388670424 , 4.58028195669 , 11.4292459206 , 5.35205917702 , 7.60906715682 ,
5.16668136206 , 4.22373313181 , 4.65264841702 , 2.43487474787 , 1.55754160323 ,
5.00574621698 , 4.35970208239 , 4.10022295329 , 2.46414573456 , 1.49935296767 ,
3.06991068803 , 1.21613074639 , 1.78031406315 , 0.681507502469 , 1.03485745538 ,
3.36643200537 , 1.06681981704 , 3.79882389489 , 2.3274292308 , 2.03513472989 ,
4.61388670424 , 4.58028195669 , 11.4292459206 , 5.35205917702 , 7.60906715682 ,
5.16668136206 , 4.22373313181 , 4.65264841702 , 2.43487474787 , 1.55754160323 ,
5.00574621698 , 4.35970208239 , 4.10022295329 , 2.46414573456 , 1.49935296767 ,
3.06991068803 , 1.21613074639 , 1.78031406315 , 0.681507502469 , 1.03485745538 ,
3.36643200537 , 1.06681981704 , 3.79882389489 , 2.3274292308 , 2.03513472989 ,
4.61388670424 , 4.58028195669 , 11.4292459206 , 5.35205917702 , 7.60906715682 ,
5.16668136206 , 4.22373313181 , 4.65264841702 , 2.43487474787 , 1.55754160323 ,
7.93639415972 , 5.02144645177 , 3.77283659754 , 2.32214932837 , 1.58540824665 ,
7.42958051115 , 2.33453653779 , 2.440953705 , 0.606250973704 , 0.922912101482 ,
6.58452618063 , 1.58653105628 , 6.34624864891 , 2.01910761829 , 1.98455688324 ,
10.0720867026 , 2.88133952942 , 4.69089722365 , 5.80812276141 , 6.52649865716 ,
8.28946295778 , 4.9475493957 , 3.71229343444 , 2.31272061446 , 1.58808573807 ,
7.93639415972 , 5.02144645177 , 3.77283659754 , 2.32214932837 , 1.58540824665 ,
7.42958051115 , 2.33453653779 , 2.440953705 , 0.606250973704 , 0.922912101482 ,
6.58452618063 , 1.58653105628 , 6.34624864891 , 2.01910761829 , 1.98455688324 ,
10.0720867026 , 2.88133952942 , 4.69089722365 , 5.80812276141 , 6.52649865716 ,
8.28946295778 , 4.9475493957 , 3.71229343444 , 2.31272061446 , 1.58808573807 ,
7.93639415972 , 5.02144645177 , 3.77283659754 , 2.32214932837 , 1.58540824665 ,
7.42958051115 , 2.33453653779 , 2.440953705 , 0.606250973704 , 0.922912101482 ,
6.58452618063 , 1.58653105628 , 6.34624864891 , 2.01910761829 , 1.98455688324 ,
10.0720867026 , 2.88133952942 , 4.69089722365 , 5.80812276141 , 6.52649865716 ,
8.28946295778 , 4.9475493957 , 3.71229343444 , 2.31272061446 , 1.58808573807 ,
7.93639415972 , 5.02144645177 , 3.77283659754 , 2.32214932837 , 1.58540824665 ,
7.42958051115 , 2.33453653779 , 2.440953705 , 0.606250973704 , 0.922912101482 ,
6.58452618063 , 1.58653105628 , 6.34624864891 , 2.01910761829 , 1.98455688324 ,
10.0720867026 , 2.88133952942 , 4.69089722365 , 5.80812276141 , 6.52649865716 ,
8.28946295778 , 4.9475493957 , 3.71229343444 , 2.31272061446 , 1.58808573807 ,
7.93639415972 , 5.02144645177 , 3.77283659754 , 2.32214932837 , 1.58540824665 ,
7.42958051115 , 2.33453653779 , 2.440953705 , 0.606250973704 , 0.922912101482 ,
