Theta, Alpha, Low_beta, High_beta, Gamma
1.567971298,0.535870312,1.513193244,0.364223907,0.334071688
28.39860635,4.843626252,5.372918426,2.328369473,1.291227186
1.190864777,0.871333734,0.70723474,0.336726086,0.205071757
0.97542604,0.906424842,0.618104998,0.236068518,0.193135163
37.29615738,20.82758026,11.98374979,6.485878045,1.851777133
1.567971298,0.535870312,1.513193244,0.364223907,0.334071688
28.39860635,4.843626252,5.372918426,2.328369473,1.291227186
1.190864777,0.871333734,0.70723474,0.336726086,0.205071757
0.97542604,0.906424842,0.618104998,0.236068518,0.193135163
37.29615738,20.82758026,11.98374979,6.485878045,1.851777133
1.567971298,0.535870312,1.513193244,0.364223907,0.334071688
28.39860635,4.843626252,5.372918426,2.328369473,1.291227186
1.190864777,0.871333734,0.70723474,0.336726086,0.205071757
1.959236896,0.805704769,0.806486724,0.369426753,0.365510826
29.41525496,11.17697496,5.496208533,3.151634547,0.832550374
0.579146462,0.416219312,0.688378551,0.357107819,0.452485395
27.14307625,7.559362717,5.921895901,2.800592855,2.701830287
1.753343121,0.85172094,1.118280721,0.551895672,0.478285941
1.959236896,0.805704769,0.806486724,0.369426753,0.365510826
29.41525496,11.17697496,5.496208533,3.151634547,0.832550374
0.579146462,0.416219312,0.688378551,0.357107819,0.452485395
27.14307625,7.559362717,5.921895901,2.800592855,2.701830287
1.753343121,0.85172094,1.118280721,0.551895672,0.478285941
1.959236896,0.805704769,0.806486724,0.369426753,0.365510826
29.41525496,11.17697496,5.496208533,3.151634547,0.832550374
0.579146462,0.416219312,0.688378551,0.357107819,0.452485395
27.14307625,7.559362717,5.921895901,2.800592855,2.701830287
1.753343121,0.85172094,1.118280721,0.551895672,0.478285941
1.959236896,0.805704769,0.806486724,0.369426753,0.365510826
29.41525496,11.17697496,5.496208533,3.151634547,0.832550374
0.579146462,0.416219312,0.688378551,0.357107819,0.452485395
27.14307625,7.559362717,5.921895901,2.800592855,2.701830287
1.753343121,0.85172094,1.118280721,0.551895672,0.478285941
1.959236896,0.805704769,0.806486724,0.369426753,0.365510826
29.41525496,11.17697496,5.496208533,3.151634547,0.832550374
0.579146462,0.416219312,0.688378551,0.357107819,0.452485395
27.14307625,7.559362717,5.921895901,2.800592855,2.701830287
1.753343121,0.85172094,1.118280721,0.551895672,0.478285941
1.777395428,0.320157714,0.636627564,0.637573217,0.744605178
60.1101857,16.97502583,11.54702575,7.183456126,2.761501865
0.629355226,0.639716694,0.711812853,0.677779475,0.66288395
19.71070982,6.384603743,6.122781408,3.790105366,7.829320532
1.797310441,0.613608268,0.927143175,0.825299208,1.10993539
1.777395428,0.320157714,0.636627564,0.637573217,0.744605178
60.1101857,16.97502583,11.54702575,7.183456126,2.761501865
0.629355226,0.639716694,0.711812853,0.677779475,0.66288395
19.71070982,6.384603743,6.122781408,3.790105366,7.829320532
1.797310441,0.613608268,0.927143175,0.825299208,1.10993539
1.777395428,0.320157714,0.636627564,0.637573217,0.744605178
60.1101857,16.97502583,11.54702575,7.183456126,2.761501865
0.629355226,0.639716694,0.711812853,0.677779475,0.66288395
19.71070982,6.384603743,6.122781408,3.790105366,7.829320532
1.797310441,0.613608268,0.927143175,0.825299208,1.10993539
1.777395428,0.320157714,0.636627564,0.637573217,0.744605178
60.1101857,16.97502583,11.54702575,7.183456126,2.761501865
0.629355226,0.639716694,0.711812853,0.677779475,0.66288395
19.71070982,6.384603743,6.122781408,3.790105366,7.829320532
1.797310441,0.613608268,0.927143175,0.825299208,1.10993539
1.777395428,0.320157714,0.636627564,0.637573217,0.744605178
60.1101857,16.97502583,11.54702575,7.183456126,2.761501865
0.629355226,0.639716694,0.711812853,0.677779475,0.66288395
19.71070982,6.384603743,6.122781408,3.790105366,7.829320532
1.797310441,0.613608268,0.927143175,0.825299208,1.10993539
0.998540137,0.409192121,1.229480107,0.588777864,0.451130036
60.16670393,10.27750004,15.42494399,11.90968692,6.95430892
0.941904422,0.770910437,1.616854538,0.761727994,0.440562187
37.32392843,7.696418221,15.75151432,3.775759045,4.998181117
1.388319109,0.898498919,1.401619588,0.755661797,0.595926275
0.998540137,0.409192121,1.229480107,0.588777864,0.451130036
60.16670393,10.27750004,15.42494399,11.90968692,6.95430892
0.941904422,0.770910437,1.616854538,0.761727994,0.440562187
37.32392843,7.696418221,15.75151432,3.775759045,4.998181117
1.388319109,0.898498919,1.401619588,0.755661797,0.595926275
0.998540137,0.409192121,1.229480107,0.588777864,0.451130036
60.16670393,10.27750004,15.42494399,11.90968692,6.95430892
0.941904422,0.770910437,1.616854538,0.761727994,0.440562187
37.32392843,7.696418221,15.75151432,3.775759045,4.998181117
1.388319109,0.898498919,1.401619588,0.755661797,0.595926275
0.998540137,0.409192121,1.229480107,0.588777864,0.451130036
60.16670393,10.27750004,15.42494399,11.90968692,6.95430892
0.941904422,0.770910437,1.616854538,0.761727994,0.440562187
37.32392843,7.696418221,15.75151432,3.775759045,4.998181117
1.388319109,0.898498919,1.401619588,0.755661797,0.595926275
0.998540137,0.409192121,1.229480107,0.588777864,0.451130036
60.16670393,10.27750004,15.42494399,11.90968692,6.95430892
0.941904422,0.770910437,1.616854538,0.761727994,0.440562187
37.32392843,7.696418221,15.75151432,3.775759045,4.998181117
1.388319109,0.898498919,1.401619588,0.755661797,0.595926275
1.082429088,0.916815765,1.804902654,0.535557709,0.276283103
26.69718477,3.730581732,5.944345834,4.703055668,2.478703943
0.744230854,0.852586772,2.778097237,0.71892736,0.451454276
44.10911442,5.992355527,14.39956449,7.573156369,4.200841593
1.079567967,1.280849088,2.083908771,0.741475468,0.354432448
1.082429088,0.916815765,1.804902654,0.535557709,0.276283103
26.69718477,3.730581732,5.944345834,4.703055668,2.478703943
0.744230854,0.852586772,2.778097237,0.71892736,0.451454276
44.10911442,5.992355527,14.39956449,7.573156369,4.200841593
1.079567967,1.280849088,2.083908771,0.741475468,0.354432448
1.082429088,0.916815765,1.804902654,0.535557709,0.276283103
26.69718477,3.730581732,5.944345834,4.703055668,2.478703943
0.744230854,0.852586772,2.778097237,0.71892736,0.451454276
44.10911442,5.992355527,14.39956449,7.573156369,4.200841593
1.079567967,1.280849088,2.083908771,0.741475468,0.354432448
1.082429088,0.916815765,1.804902654,0.535557709,0.276283103
26.69718477,3.730581732,5.944345834,4.703055668,2.478703943
0.744230854,0.852586772,2.778097237,0.71892736,0.451454276
44.10911442,5.992355527,14.39956449,7.573156369,4.200841593
1.079567967,1.280849088,2.083908771,0.741475468,0.354432448
1.082429088,0.916815765,1.804902654,0.535557709,0.276283103
26.69718477,3.730581732,5.944345834,4.703055668,2.478703943
0.744230854,0.852586772,2.778097237,0.71892736,0.451454276
44.10911442,5.992355527,14.39956449,7.573156369,4.200841593
1.079567967,1.280849088,2.083908771,0.741475468,0.354432448
1.415148144,1.206779971,1.24352174,0.262392065,0.271807373
1.37873584,0.782644457,0.418450654,0.274424611,0.258555071
0.670931194,0.857460798,2.430542718,0.420745965,0.330019596
13.9893119,4.701656894,6.573893166,3.7402837,2.55880552
1.179336669,1.230673426,1.482954129,0.343255343,0.358662349
1.415148144,1.206779971,1.24352174,0.262392065,0.271807373
1.37873584,0.782644457,0.418450654,0.274424611,0.258555071
0.670931194,0.857460798,2.430542718,0.420745965,0.330019596
13.9893119,4.701656894,6.573893166,3.7402837,2.55880552
1.179336669,1.230673426,1.482954129,0.343255343,0.358662349
1.415148144,1.206779971,1.24352174,0.262392065,0.271807373
1.37873584,0.782644457,0.418450654,0.274424611,0.258555071
0.670931194,0.857460798,2.430542718,0.420745965,0.330019596
13.9893119,4.701656894,6.573893166,3.7402837,2.55880552
1.179336669,1.230673426,1.482954129,0.343255343,0.358662349
1.415148144,1.206779971,1.24352174,0.262392065,0.271807373
1.37873584,0.782644457,0.418450654,0.274424611,0.258555071
0.670931194,0.857460798,2.430542718,0.420745965,0.330019596
13.9893119,4.701656894,6.573893166,3.7402837,2.55880552
1.179336669,1.230673426,1.482954129,0.343255343,0.358662349
1.415148144,1.206779971,1.24352174,0.262392065,0.271807373
1.37873584,0.782644457,0.418450654,0.274424611,0.258555071
0.670931194,0.857460798,2.430542718,0.420745965,0.330019596
13.9893119,4.701656894,6.573893166,3.7402837,2.55880552
1.179336669,1.230673426,1.482954129,0.343255343,0.358662349
1.36667811,0.614263219,1.800281742,0.357830032,0.212628248
0.679416116,0.382651927,0.2763985,0.190038043,0.214937764
0.707337412,0.621210117,1.55906239,0.570598529,0.374271047
6.25642227,4.597135356,7.71807698,2.159768232,1.675810713
1.349769073,0.662463937,1.668937152,0.38018111,0.222524829
1.36667811,0.614263219,1.800281742,0.357830032,0.212628248
0.679416116,0.382651927,0.2763985,0.190038043,0.214937764
0.707337412,0.621210117,1.55906239,0.570598529,0.374271047
6.25642227,4.597135356,7.71807698,2.159768232,1.675810713
1.349769073,0.662463937,1.668937152,0.38018111,0.222524829
1.36667811,0.614263219,1.800281742,0.357830032,0.212628248
0.679416116,0.382651927,0.2763985,0.190038043,0.214937764
0.707337412,0.621210117,1.55906239,0.570598529,0.374271047
6.25642227,4.597135356,7.71807698,2.159768232,1.675810713
1.349769073,0.662463937,1.668937152,0.38018111,0.222524829
1.36667811,0.614263219,1.800281742,0.357830032,0.212628248
0.679416116,0.382651927,0.2763985,0.190038043,0.214937764
0.707337412,0.621210117,1.55906239,0.570598529,0.374271047
6.25642227,4.597135356,7.71807698,2.159768232,1.675810713
1.349769073,0.662463937,1.668937152,0.38018111,0.222524829
1.36667811,0.614263219,1.800281742,0.357830032,0.212628248
0.679416116,0.382651927,0.2763985,0.190038043,0.214937764
0.707337412,0.621210117,1.55906239,0.570598529,0.374271047
6.25642227,4.597135356,7.71807698,2.159768232,1.675810713
1.349769073,0.662463937,1.668937152,0.38018111,0.222524829
0.65166563,0.298303376,1.187481037,0.493611291,0.237005178
1.619453928,0.365179832,0.442102048,0.190461885,0.139591852
0.782654812,0.565338649,2.300915061,0.692288897,0.541651164
16.22549449,12.68617265,12.87211401,3.509036283,2.607714915
1.035789506,0.267810441,1.270071941,0.420051089,0.239654089
0.65166563,0.298303376,1.187481037,0.493611291,0.237005178
1.619453928,0.365179832,0.442102048,0.190461885,0.139591852
0.782654812,0.565338649,2.300915061,0.692288897,0.541651164
16.22549449,12.68617265,12.87211401,3.509036283,2.607714915
1.035789506,0.267810441,1.270071941,0.420051089,0.239654089
0.65166563,0.298303376,1.187481037,0.493611291,0.237005178
1.619453928,0.365179832,0.442102048,0.190461885,0.139591852
0.782654812,0.565338649,2.300915061,0.692288897,0.541651164
16.22549449,12.68617265,12.87211401,3.509036283,2.607714915
1.035789506,0.267810441,1.270071941,0.420051089,0.239654089
0.65166563,0.298303376,1.187481037,0.493611291,0.237005178
1.619453928,0.365179832,0.442102048,0.190461885,0.139591852
0.782654812,0.565338649,2.300915061,0.692288897,0.541651164
16.22549449,12.68617265,12.87211401,3.509036283,2.607714915
1.035789506,0.267810441,1.270071941,0.420051089,0.239654089
0.65166563,0.298303376,1.187481037,0.493611291,0.237005178
1.619453928,0.365179832,0.442102048,0.190461885,0.139591852
0.782654812,0.565338649,2.300915061,0.692288897,0.541651164
16.22549449,12.68617265,12.87211401,3.509036283,2.607714915
1.035789506,0.267810441,1.270071941,0.420051089,0.239654089
1.219007251,1.00090703,0.591250231,0.483244997,0.389942761
2.194239342,0.264944599,0.254778895,0.210375053,0.13245534
0.477293522,0.49275148,0.917924926,0.479946338,0.61906703
20.76310585,7.232090448,16.60756125,7.237021489,5.067290715
1.073977253,0.860201761,0.858499004,0.484753279,0.397879701
1.219007251,1.00090703,0.591250231,0.483244997,0.389942761
2.194239342,0.264944599,0.254778895,0.210375053,0.13245534
0.477293522,0.49275148,0.917924926,0.479946338,0.61906703
20.76310585,7.232090448,16.60756125,7.237021489,5.067290715
1.073977253,0.860201761,0.858499004,0.484753279,0.397879701
1.219007251,1.00090703,0.591250231,0.483244997,0.389942761
2.194239342,0.264944599,0.254778895,0.210375053,0.13245534
0.477293522,0.49275148,0.917924926,0.479946338,0.61906703
20.76310585,7.232090448,16.60756125,7.237021489,5.067290715
1.073977253,0.860201761,0.858499004,0.484753279,0.397879701
1.219007251,1.00090703,0.591250231,0.483244997,0.389942761
2.194239342,0.264944599,0.254778895,0.210375053,0.13245534
0.477293522,0.49275148,0.917924926,0.479946338,0.61906703
20.76310585,7.232090448,16.60756125,7.237021489,5.067290715
1.073977253,0.860201761,0.858499004,0.484753279,0.397879701
1.219007251,1.00090703,0.591250231,0.483244997,0.389942761
2.194239342,0.264944599,0.254778895,0.210375053,0.13245534
0.477293522,0.49275148,0.917924926,0.479946338,0.61906703
20.76310585,7.232090448,16.60756125,7.237021489,5.067290715
1.073977253,0.860201761,0.858499004,0.484753279,0.397879701
2.732249897,1.845337807,1.042819219,0.744932604,0.526209337
2.237650769,0.143206793,0.288111808,0.271636878,0.186517533
0.592061726,0.384791558,0.506152998,0.519458385,0.929247785
49.80830583,16.34303662,11.65602222,10.73727958,7.348146109
1.91638425,1.633634811,0.909767944,0.851347223,0.687518353
2.732249897,1.845337807,1.042819219,0.744932604,0.526209337
2.237650769,0.143206793,0.288111808,0.271636878,0.186517533
0.592061726,0.384791558,0.506152998,0.519458385,0.929247785
49.80830583,16.34303662,11.65602222,10.73727958,7.348146109
1.91638425,1.633634811,0.909767944,0.851347223,0.687518353
2.732249897,1.845337807,1.042819219,0.744932604,0.526209337
2.237650769,0.143206793,0.288111808,0.271636878,0.186517533
0.592061726,0.384791558,0.506152998,0.519458385,0.929247785
49.80830583,16.34303662,11.65602222,10.73727958,7.348146109
1.91638425,1.633634811,0.909767944,0.851347223,0.687518353
2.732249897,1.845337807,1.042819219,0.744932604,0.526209337
2.237650769,0.143206793,0.288111808,0.271636878,0.186517533
0.592061726,0.384791558,0.506152998,0.519458385,0.929247785
49.80830583,16.34303662,11.65602222,10.73727958,7.348146109
1.91638425,1.633634811,0.909767944,0.851347223,0.687518353
2.732249897,1.845337807,1.042819219,0.744932604,0.526209337
2.237650769,0.143206793,0.288111808,0.271636878,0.186517533
0.592061726,0.384791558,0.506152998,0.519458385,0.929247785
49.80830583,16.34303662,11.65602222,10.73727958,7.348146109
1.91638425,1.633634811,0.909767944,0.851347223,0.687518353
1.840621087,1.075956785,1.056837128,0.501204733,0.595409134
0.834065271,0.212849854,0.271910315,0.250846195,0.146968284
0.936938989,0.486243905,0.548493887,0.584032731,0.586021758
41.47018184,17.1019883,3.588938543,4.028564703,5.953638884
1.291249232,0.988138364,0.96696908,0.583955081,0.810087049
1.840621087,1.075956785,1.056837128,0.501204733,0.595409134
0.834065271,0.212849854,0.271910315,0.250846195,0.146968284
0.936938989,0.486243905,0.548493887,0.584032731,0.586021758
41.47018184,17.1019883,3.588938543,4.028564703,5.953638884
1.291249232,0.988138364,0.96696908,0.583955081,0.810087049
1.840621087,1.075956785,1.056837128,0.501204733,0.595409134
0.834065271,0.212849854,0.271910315,0.250846195,0.146968284
0.936938989,0.486243905,0.548493887,0.584032731,0.586021758
41.47018184,17.1019883,3.588938543,4.028564703,5.953638884
1.291249232,0.988138364,0.96696908,0.583955081,0.810087049
1.840621087,1.075956785,1.056837128,0.501204733,0.595409134
0.834065271,0.212849854,0.271910315,0.250846195,0.146968284
0.936938989,0.486243905,0.548493887,0.584032731,0.586021758
41.47018184,17.1019883,3.588938543,4.028564703,5.953638884
1.291249232,0.988138364,0.96696908,0.583955081,0.810087049
1.840621087,1.075956785,1.056837128,0.501204733,0.595409134
0.834065271,0.212849854,0.271910315,0.250846195,0.146968284
0.936938989,0.486243905,0.548493887,0.584032731,0.586021758
41.47018184,17.1019883,3.588938543,4.028564703,5.953638884
1.291249232,0.988138364,0.96696908,0.583955081,0.810087049
1.165944681,1.049059788,0.936573117,0.405632373,0.438175732
1.457732269,0.525652961,0.700232906,0.299494619,0.197128147
1.017621584,0.755800742,1.11426845,0.799241907,0.427793399
7.080403251,3.82510529,6.425414084,2.577121977,4.199361068
0.83829369,0.766984047,0.94385865,0.479891224,0.570449394
1.165944681,1.049059788,0.936573117,0.405632373,0.438175732
1.457732269,0.525652961,0.700232906,0.299494619,0.197128147
1.017621584,0.755800742,1.11426845,0.799241907,0.427793399
7.080403251,3.82510529,6.425414084,2.577121977,4.199361068
0.83829369,0.766984047,0.94385865,0.479891224,0.570449394
1.165944681,1.049059788,0.936573117,0.405632373,0.438175732
1.457732269,0.525652961,0.700232906,0.299494619,0.197128147
1.017621584,0.755800742,1.11426845,0.799241907,0.427793399
7.080403251,3.82510529,6.425414084,2.577121977,4.199361068
0.83829369,0.766984047,0.94385865,0.479891224,0.570449394
1.165944681,1.049059788,0.936573117,0.405632373,0.438175732
1.457732269,0.525652961,0.700232906,0.299494619,0.197128147
1.017621584,0.755800742,1.11426845,0.799241907,0.427793399
7.080403251,3.82510529,6.425414084,2.577121977,4.199361068
0.83829369,0.766984047,0.94385865,0.479891224,0.570449394
1.165944681,1.049059788,0.936573117,0.405632373,0.438175732
1.457732269,0.525652961,0.700232906,0.299494619,0.197128147
1.017621584,0.755800742,1.11426845,0.799241907,0.427793399
7.080403251,3.82510529,6.425414084,2.577121977,4.199361068
0.83829369,0.766984047,0.94385865,0.479891224,0.570449394
1.578445036,1.281671985,0.590719518,0.47361806,0.217346419
39.58105593,5.317969072,13.05284592,6.505347752,2.535026338
1.15374523,0.904944819,1.880946497,0.519173428,0.365399319
6.906589329,1.189525846,4.772890543,3.379559981,2.3030458
1.626172677,0.691993916,0.78079273,0.566240374,0.285318552
1.578445036,1.281671985,0.590719518,0.47361806,0.217346419
39.58105593,5.317969072,13.05284592,6.505347752,2.535026338
1.15374523,0.904944819,1.880946497,0.519173428,0.365399319
6.906589329,1.189525846,4.772890543,3.379559981,2.3030458
1.626172677,0.691993916,0.78079273,0.566240374,0.285318552
1.578445036,1.281671985,0.590719518,0.47361806,0.217346419
39.58105593,5.317969072,13.05284592,6.505347752,2.535026338
1.15374523,0.904944819,1.880946497,0.519173428,0.365399319
6.906589329,1.189525846,4.772890543,3.379559981,2.3030458
1.626172677,0.691993916,0.78079273,0.566240374,0.285318552
1.578445036,1.281671985,0.590719518,0.47361806,0.217346419
39.58105593,5.317969072,13.05284592,6.505347752,2.535026338
1.15374523,0.904944819,1.880946497,0.519173428,0.365399319
6.906589329,1.189525846,4.772890543,3.379559981,2.3030458
1.626172677,0.691993916,0.78079273,0.566240374,0.285318552
1.578445036,1.281671985,0.590719518,0.47361806,0.217346419
39.58105593,5.317969072,13.05284592,6.505347752,2.535026338
1.15374523,0.904944819,1.880946497,0.519173428,0.365399319
6.906589329,1.189525846,4.772890543,3.379559981,2.3030458
1.626172677,0.691993916,0.78079273,0.566240374,0.285318552
1.520742289,0.962037345,0.416604736,0.398908001,0.315857134
107.8395931,15.93103159,29.3201688,15.13980851,8.256534804
0.769169928,0.679390593,0.935223443,0.202751796,0.277742819
2.394796073,2.02167465,4.617594893,3.699423421,2.713580472
1.493729846,0.933107023,0.781076158,0.47230277,0.347833359
1.520742289,0.962037345,0.416604736,0.398908001,0.315857134
107.8395931,15.93103159,29.3201688,15.13980851,8.256534804
0.769169928,0.679390593,0.935223443,0.202751796,0.277742819
2.394796073,2.02167465,4.617594893,3.699423421,2.713580472
1.493729846,0.933107023,0.781076158,0.47230277,0.347833359
1.520742289,0.962037345,0.416604736,0.398908001,0.315857134
107.8395931,15.93103159,29.3201688,15.13980851,8.256534804
0.769169928,0.679390593,0.935223443,0.202751796,0.277742819
2.394796073,2.02167465,4.617594893,3.699423421,2.713580472
1.493729846,0.933107023,0.781076158,0.47230277,0.347833359
1.520742289,0.962037345,0.416604736,0.398908001,0.315857134
107.8395931,15.93103159,29.3201688,15.13980851,8.256534804
0.769169928,0.679390593,0.935223443,0.202751796,0.277742819
2.394796073,2.02167465,4.617594893,3.699423421,2.713580472
1.493729846,0.933107023,0.781076158,0.47230277,0.347833359
1.520742289,0.962037345,0.416604736,0.398908001,0.315857134
107.8395931,15.93103159,29.3201688,15.13980851,8.256534804
0.769169928,0.679390593,0.935223443,0.202751796,0.277742819
2.394796073,2.02167465,4.617594893,3.699423421,2.713580472
1.493729846,0.933107023,0.781076158,0.47230277,0.347833359
0.86330192,0.385528587,0.413698141,0.402212621,0.560900787
28.88955034,5.092620638,5.584693214,3.277885629,2.828021356
0.604247403,0.403489838,0.307873183,0.345543268,0.403451416
4.958352759,5.846361009,6.016275916,3.507857023,5.331395498
0.931153758,0.660864004,0.524752002,0.337004721,0.564266838
0.86330192,0.385528587,0.413698141,0.402212621,0.560900787
28.88955034,5.092620638,5.584693214,3.277885629,2.828021356
0.604247403,0.403489838,0.307873183,0.345543268,0.403451416
4.958352759,5.846361009,6.016275916,3.507857023,5.331395498
0.931153758,0.660864004,0.524752002,0.337004721,0.564266838
0.86330192,0.385528587,0.413698141,0.402212621,0.560900787
28.88955034,5.092620638,5.584693214,3.277885629,2.828021356
0.604247403,0.403489838,0.307873183,0.345543268,0.403451416
4.958352759,5.846361009,6.016275916,3.507857023,5.331395498
0.931153758,0.660864004,0.524752002,0.337004721,0.564266838
0.86330192,0.385528587,0.413698141,0.402212621,0.560900787
28.88955034,5.092620638,5.584693214,3.277885629,2.828021356
0.604247403,0.403489838,0.307873183,0.345543268,0.403451416
4.958352759,5.846361009,6.016275916,3.507857023,5.331395498
0.931153758,0.660864004,0.524752002,0.337004721,0.564266838
0.86330192,0.385528587,0.413698141,0.402212621,0.560900787
28.88955034,5.092620638,5.584693214,3.277885629,2.828021356
0.604247403,0.403489838,0.307873183,0.345543268,0.403451416
4.958352759,5.846361009,6.016275916,3.507857023,5.331395498
0.931153758,0.660864004,0.524752002,0.337004721,0.564266838
0.85065444,0.234833763,0.241063061,0.585678968,0.768195459
1.068568467,0.402175557,0.214590721,0.277366854,0.387490436
0.970778685,0.49736005,0.524616706,0.450435082,0.430102597
4.450363954,4.215937396,3.889722711,4.058596442,6.096205055
1.445156924,0.429200594,0.323106749,0.518245611,0.844567824
0.85065444,0.234833763,0.241063061,0.585678968,0.768195459
1.068568467,0.402175557,0.214590721,0.277366854,0.387490436
0.970778685,0.49736005,0.524616706,0.450435082,0.430102597
4.450363954,4.215937396,3.889722711,4.058596442,6.096205055
1.445156924,0.429200594,0.323106749,0.518245611,0.844567824
0.85065444,0.234833763,0.241063061,0.585678968,0.768195459
1.068568467,0.402175557,0.214590721,0.277366854,0.387490436
0.970778685,0.49736005,0.524616706,0.450435082,0.430102597
4.450363954,4.215937396,3.889722711,4.058596442,6.096205055
1.445156924,0.429200594,0.323106749,0.518245611,0.844567824
0.85065444,0.234833763,0.241063061,0.585678968,0.768195459
1.068568467,0.402175557,0.214590721,0.277366854,0.387490436
0.970778685,0.49736005,0.524616706,0.450435082,0.430102597
4.450363954,4.215937396,3.889722711,4.058596442,6.096205055
1.445156924,0.429200594,0.323106749,0.518245611,0.844567824
0.85065444,0.234833763,0.241063061,0.585678968,0.768195459
1.068568467,0.402175557,0.214590721,0.277366854,0.387490436
0.970778685,0.49736005,0.524616706,0.450435082,0.430102597
4.450363954,4.215937396,3.889722711,4.058596442,6.096205055
1.445156924,0.429200594,0.323106749,0.518245611,0.844567824
1.663054116,0.266856255,0.340375004,0.51789026,0.679485199
0.850668529,0.293892271,0.141170875,0.171565229,0.257672036
0.832125784,0.483716044,0.722800583,0.387663565,0.30988816
1.815085445,1.110894604,4.309977061,3.312500346,4.682097222
1.962455261,0.313135938,0.434845396,0.516012981,0.865990463
1.663054116,0.266856255,0.340375004,0.51789026,0.679485199
0.850668529,0.293892271,0.141170875,0.171565229,0.257672036
0.832125784,0.483716044,0.722800583,0.387663565,0.30988816
1.815085445,1.110894604,4.309977061,3.312500346,4.682097222
1.962455261,0.313135938,0.434845396,0.516012981,0.865990463
1.663054116,0.266856255,0.340375004,0.51789026,0.679485199
0.850668529,0.293892271,0.141170875,0.171565229,0.257672036
0.832125784,0.483716044,0.722800583,0.387663565,0.30988816
1.815085445,1.110894604,4.309977061,3.312500346,4.682097222
1.962455261,0.313135938,0.434845396,0.516012981,0.865990463
1.663054116,0.266856255,0.340375004,0.51789026,0.679485199
0.850668529,0.293892271,0.141170875,0.171565229,0.257672036
0.832125784,0.483716044,0.722800583,0.387663565,0.30988816
1.815085445,1.110894604,4.309977061,3.312500346,4.682097222
1.962455261,0.313135938,0.434845396,0.516012981,0.865990463
1.663054116,0.266856255,0.340375004,0.51789026,0.679485199
0.850668529,0.293892271,0.141170875,0.171565229,0.257672036
0.832125784,0.483716044,0.722800583,0.387663565,0.30988816
1.815085445,1.110894604,4.309977061,3.312500346,4.682097222
1.962455261,0.313135938,0.434845396,0.516012981,0.865990463
1.670021686,0.460640474,0.537513068,0.469007346,0.497915556
0.888309608,0.174687509,0.177920732,0.190123874,0.225743865
0.681791638,0.306671141,0.846304993,0.514143604,0.332620753
1.002696054,1.178330984,3.708306228,3.807476878,3.31473541
1.950581597,0.655919126,0.623919389,0.564223635,0.62664836
1.670021686,0.460640474,0.537513068,0.469007346,0.497915556
0.888309608,0.174687509,0.177920732,0.190123874,0.225743865
0.681791638,0.306671141,0.846304993,0.514143604,0.332620753
1.002696054,1.178330984,3.708306228,3.807476878,3.31473541
1.950581597,0.655919126,0.623919389,0.564223635,0.62664836
1.670021686,0.460640474,0.537513068,0.469007346,0.497915556
0.888309608,0.174687509,0.177920732,0.190123874,0.225743865
0.681791638,0.306671141,0.846304993,0.514143604,0.332620753
1.002696054,1.178330984,3.708306228,3.807476878,3.31473541
1.950581597,0.655919126,0.623919389,0.564223635,0.62664836
1.670021686,0.460640474,0.537513068,0.469007346,0.497915556
0.888309608,0.174687509,0.177920732,0.190123874,0.225743865
0.681791638,0.306671141,0.846304993,0.514143604,0.332620753
1.002696054,1.178330984,3.708306228,3.807476878,3.31473541
1.950581597,0.655919126,0.623919389,0.564223635,0.62664836
1.670021686,0.460640474,0.537513068,0.469007346,0.497915556
0.888309608,0.174687509,0.177920732,0.190123874,0.225743865
0.681791638,0.306671141,0.846304993,0.514143604,0.332620753
1.002696054,1.178330984,3.708306228,3.807476878,3.31473541
1.950581597,0.655919126,0.623919389,0.564223635,0.62664836
1.677048401,1.021614201,0.795062865,0.539270764,0.627040067
0.528220824,0.13458812,0.283172443,0.277279207,0.249033546
0.759015806,0.54412753,0.9422987,0.668154419,0.602296412
0.987262948,1.909827867,3.600245012,3.843269287,6.57615564
1.424396487,1.338480298,1.015623381,0.771960218,0.907660246
1.677048401,1.021614201,0.795062865,0.539270764,0.627040067
0.528220824,0.13458812,0.283172443,0.277279207,0.249033546
0.759015806,0.54412753,0.9422987,0.668154419,0.602296412
0.987262948,1.909827867,3.600245012,3.843269287,6.57615564
1.424396487,1.338480298,1.015623381,0.771960218,0.907660246
1.677048401,1.021614201,0.795062865,0.539270764,0.627040067
0.528220824,0.13458812,0.283172443,0.277279207,0.249033546
0.759015806,0.54412753,0.9422987,0.668154419,0.602296412
0.987262948,1.909827867,3.600245012,3.843269287,6.57615564
1.424396487,1.338480298,1.015623381,0.771960218,0.907660246
1.677048401,1.021614201,0.795062865,0.539270764,0.627040067
0.528220824,0.13458812,0.283172443,0.277279207,0.249033546
0.759015806,0.54412753,0.9422987,0.668154419,0.602296412
0.987262948,1.909827867,3.600245012,3.843269287,6.57615564
1.424396487,1.338480298,1.015623381,0.771960218,0.907660246
1.677048401,1.021614201,0.795062865,0.539270764,0.627040067
0.528220824,0.13458812,0.283172443,0.277279207,0.249033546
0.759015806,0.54412753,0.9422987,0.668154419,0.602296412
0.987262948,1.909827867,3.600245012,3.843269287,6.57615564
1.424396487,1.338480298,1.015623381,0.771960218,0.907660246
1.988513151,2.065048748,2.362471414,0.787979701,0.714001316
1.00423374,0.278605175,0.477961888,0.334810738,0.275379611
